brand_index_letter,brand_name,brand_name_ko,ctg_no,brand_index_letter_ko
B,BORNN ENAMELWARE,본에나멜웨어,2301077303,ㅂ
B,BORNTOSTANDOUT,본투스탠드아웃,2405130648,ㅂ
B,BOSE,보스,2006018852,ㅂ
B,BOSS,보스,2204052925,ㅂ
B,BOTTEGA VENETA,보테가베네타,2301075145,ㅂ
B,BOUTIJOUR,부티쥬르,2301075647,ㅂ
B,Bowers&Wilkins,바워스앤윌킨스,2201047219,ㅂ
B,BOYY,보이,2301077330,ㅂ
B,BRAUN,브라운,2212074219,ㅂ
B,BRAUN AUDIO,브라운 오디오,2207059558,ㅂ
B,BRIAN DALES,브라이언데일스,2403121394,ㅂ
B,BRICS,브릭스,2407139461,ㅂ
B,BRIEFING,브리핑,2305091704,ㅂ
B,BRIO,브리오,2209065660,ㅂ
B,BRIOCHIN,브리오신,2301075634,ㅂ
B,BRIONI,브리오니,2303081177,ㅂ
B,BRIONI PERFUME,브리오니 퍼퓸,2307095812,ㅂ
B,BRISTON,브리스톤,2212073862,ㅂ
B,BRITISH M,브리티시엠,2302079387,ㅂ
B,BROMPTON LONDON,브롬톤 런던,2308100823,ㅂ
B,BROOKLYN WORKS,브루클린웍스,2301075978,ㅂ
B,BROOKS BROTHERS,브룩스 브라더스,2301077254,ㅂ
B,BROOKS RUNNING,브룩스 러닝,2407141304,ㅂ
B,BRUNELLO CUCINELLI,브루넬로 쿠치넬리,10000003430,ㅂ
B,BUNNAR,분나,2210069643,ㅂ
B,BURBERRY,버버리,2211072193,ㅂ
B,BURBERRY KIDS,버버리 키즈,2301075789,ㅂ
B,BUTTERO,부테로,2209065523,ㅂ
B,BY FAR,바이파,2408144363,ㅂ
B,BY MALENE BIRGER,바이말렌비거,2303081669,ㅂ
B,BY WISHTREND,바이위시트렌드,2303082647,ㅂ
B,BYREDO,바이레도,10000003451,ㅂ
B,NEOMEDIX,네오메딕스,2306093683,ㄴ
C,C.P. COMPANY,씨피컴퍼니,2212074467,ㅆ
C,C.P. COMPANY KIDS,씨피 컴퍼니 키즈,2301075803,ㅆ
C,CADO,카도,2202048409,ㅋ
C,CAFEC,카펙,2311109747,ㅋ
C,CALCATERRA,칼카테라,2406134092,ㅋ
C,CALLAWAY,캘러웨이,2306093842,ㅋ
C,CALVIN KLEIN,캘빈클라인,2302079106,ㅋ
C,CALVIN KLEIN Perfume,캘빈클라인 퍼퓸,2211071184,ㅋ
C,CAMBRO,캠브로,2301076046,ㅋ
C,CAMPER,캠퍼,2301075527,ㅋ
C,CANADA GOOSE,캐나다구스,2212074498,ㅋ
C,CANAKU,카나쿠,2406134119,ㅋ
C,CANALI,까날리,2305091004,ㄲ
C,CANON,캐논,2105032798,ㅋ
C,CARAN D ACHE,까렌다쉬,2009023207,ㄲ
C,CARAVANA,카라바나,2406134077,ㅋ
C,CAREL,까렐,2308098474,ㄲ
C,CARHARTT,칼하트,2301076341,ㅋ
C,CARL HANSEN & SON,칼 한센 앤 선,2307095539,ㅋ
C,CARLOS SANTOS,카를로스 산토스,2001013122,ㅋ
C,CARRERA,까레라 아이웨어,2305091138,ㄲ
C,CARRIER,캐리어,2306093776,ㅋ
C,CARTIER,까르띠에,2301075859,ㄲ
C,CARVEN,까르벵,2304088650,ㄲ
C,CASABLANCA,카사블랑카,2301076200,ㅋ
C,CASADEI,카사데이,2305090964,ㅋ
C,CASAMIA,까사미아,1812004700,ㄲ
C,CASIO,카시오,2212074082,ㅋ
C,CASO,까소,2302079181,ㄲ
C,CASSINA,카시나,2307095540,ㅋ
C,CASTANER,카스따네르,2307095345,ㅋ
C,CAUDALIE,꼬달리,2309102058,ㄲ
C,CAZAL EYEWEAR,카잘 아이웨어,2405132045,ㅋ
C,CECILIE BAHNSEN,세실리에 반센,2406135828,ㅅ
C,CELINE,셀린느,2212074206,ㅅ
C,CELLAPY,셀라피,2302077973,ㅅ
C,CELLCOSMET,셀코스메트,2302078255,ㅅ
C,CELLMUTE,셀뮤트,2209064879,ㅅ
C,CETAPHIL,세타필,2311109639,ㅅ
C,CHAIR GALLERY,체어갤러리,2110041123,ㅊ
C,CHAMPION,챔피온,2303084263,ㅊ
C,CHEONGDAM30,청담30,2406133887,ㅊ
C,CHERET,쉐레,2401115405,ㅅ
C,CHIARA FERRAGNI,키아라 페라그니,2301075989,ㅋ
C,CHICHIPAPA,치치파파,2302080311,ㅊ
C,CHICOR,시코르,2204053193,ㅅ
C,CHILEWICH,칠리위치,2305091692,ㅊ
C,CHLOE,끌로에,2306092160,ㄲ
C,CHLOE KIDS,끌로에 키즈,2307095803,ㄲ
C,CHLOE STORA,끌로에 스토라,2402118851,ㄲ
C,CHOCO.EL,초코엘,2005017321,ㅊ
C,CHOPARD,쇼파드,2405132040,ㅅ
C,CHRISTIAN DIOR,크리스찬디올,2212074964,ㅋ
C,CHRISTIAN DIOR KIDS,크리스찬디올 키즈,2303083837,ㅋ
C,CHRISTIAN LOUBOUTIN,크리스찬 루부탱,2301075990,ㅋ
C,CHRISTOFLE,크리스토플,2307096547,ㅋ
C,CHRONYX GOLF,크로닉스골프,2303084008,ㅋ
C,CHUBBSAFES,첩세이프코리아,2108038320,ㅊ
C,CHUMS,첨스,2206058621,ㅊ
C,CHURCH'S,처치스,2305090963,ㅊ
C,CHURCHS,처치스,2401114294,ㅊ
C,CITIZEN,시티즌,2208063081,ㅅ
C,CITIZEN OF HUMANITY,시티즌 오브 휴머니티,2403121297,ㅅ
C,CLAE,클래이,2408143508,ㅋ
C,CLARKS ORIGINALS,클락스 오리지널스,1911012098,ㅋ
C,CLE DE PEAU BEAUTE,끌레드뽀 보떼,2206057348,ㄲ
C,CLEAN,클린,2308100396,ㅋ
C,CLINIQUE,크리니크,2207061186,ㅋ
C,CLOSED,클로즈드,2301075543,ㅋ
C,CMMN SWDN,커먼스웨덴,2406135485,ㅋ
C,COACH,코치,2212074105,ㅋ
C,COCCINELLE,코치넬레,2303085175,ㅋ
C,COLDFRAME,콜드프레임,2408142773,ㅋ
C,COLLECT,콜렉트,2006018850,ㅋ
C,COLMAR,콜마르,2210069352,ㅋ
C,COLOMBO,콜롬보,2301076007,ㅋ
C,COLUMBIA,컬럼비아,2406134113,ㅋ
C,COLUMBIA UNIVERSITY,컬럼비아 유니버시티,2109040160,ㅋ
C,COMME DES GARCONS,꼼데가르송,2212074499,ㄲ
C,COMME DES GARCONS KIDS,꼼데가르송 키즈,2303083841,ㄲ
C,COMMON PROJECTS,커먼프로젝트,2212074104,ㅋ
C,CONCEPT COLLEGE,컨셉트컬리지,2212072600,ㅋ
C,CONVERSE,컨버스,2211071189,ㅋ
C,COPERNI,코페르니,2301075218,ㅋ
C,CORGI,코기,1904007271,ㅋ
C,CORMIO,코르미오,2401114303,ㅋ
C,CORNELIANI,꼬르넬리아니,2110040416,ㄲ
C,COSTARELLOS,코스타렐로스,2405132082,ㅋ
C,COTE DE MOI,꼬떼드무아,2407140663,ㄲ
C,COTONE,꼬또네,2209065393,ㄲ
C,COUCOU SUZETTE,쿠쿠수제뜨,2303081195,ㅋ
C,CRAFTPRACTISE,크래프트프랙티스,2211070393,ㅋ
C,CRASH BAGGAGE,크래쉬 배기지,2206057763,ㅋ
C,CRAYON,크래용,2309102677,ㅋ
C,CRAZY CAR WASH CREW,크레이지 카 워시 크루,2206057770,ㅋ
C,CREVE9,크리브나인,2205055385,ㅋ
C,CRIDA,끄리다,2405132058,ㄲ
C,CRIME LONDON,크라임런던,2405131973,ㅋ
C,CRISTIAN DANIEL,크리스티안 다니엘,2305090966,ㅋ
C,CROCS,크록스,2108038373,ㅋ
C,CROW CANYON,크로우캐년,2301077304,ㅋ
C,CRUNA,크루나,2405132000,ㅋ
C,CRUSH AGAIN,크러쉬어게인,2109040041,ㅋ
C,CRYSTAL HAZE,크리스탈헤이즈,2301076349,ㅋ
C,CURLYSHYLL,커리쉴,2211071230,ㅋ
C,CUTLER AND GROSS,커틀러앤그로스,2406134078,ㅋ
C,PERFUME BOUTIQUE,까르뱅 퍼퓸,2301076948,ㄲ
D,D ACOUSTICS,디어쿠스틱스,2108037872,ㄷ
D,D'ACCORD PIECE,다꼬르피스,2201046571,ㄷ
D,D'ALBA,달바,2211071247,ㄷ
D,D.A.T.E.,데이트,2306092154,ㄷ
D,D1 MILANO,디원밀라노,2212074308,ㄷ
D,DADDY PROJECT,대디프로젝트,2308098942,ㄷ
D,DAKS,닥스,2301076351,ㄷ
D,DAMIANI,다미아니,2212074292,ㄷ
D,DAMIR DOMA,다미르도마,2403121296,ㄷ
D,DANIEL CREMIEUX,다니엘 크레뮤,2302080119,ㄷ
D,DANIELE ALESSANDRINI,다니엘알렉산드리니,2405131981,ㄷ
D,DANTON,단톤,2302077796,ㄷ
D,DARKAI,다카이,2405132450,ㄷ
D,DARKPARK,다크파크,2403121395,ㄷ
D,DARN TOUGH,단터프,2209065463,ㄷ
D,DARPHIN,달팡,2207061191,ㄷ
D,DASIQUE,데이지크,2211071239,ㄷ
D,DAVE&DAZE,데이브앤데이즈,2210067362,ㄷ
D,DAVID BECKHAM,데이비드 베컴,2406134122,ㄷ
D,DAVINES,다비네스,2212074831,ㄷ
D,DAZE DAYZ,데이즈데이즈,1811004118,ㄷ
D,DEAR DAHLIA,디어달리아,2211071221,ㄷ
D,DEKAVV,데카브,2401116613,ㄷ
D,DELLA LANA,델라라나,2007019639,ㄷ
D,DELVAUX,델보,2212074297,ㄷ
D,DEMELLIER,드멜리어,2405131980,ㄷ
D,DENBY,덴비,2403121748,ㄷ
D,DENON,데논,2402118818,ㄷ
D,DENTISTE,덴티스테,2302079395,ㄷ
D,DENTRO,덴트로,2405132073,ㄷ
D,DENTS,덴츠,2303081011,ㄷ
D,DEPOUND,드파운드,2311110745,ㄷ
D,DES PHEMMES,데 펨메스,2406135486,ㄷ
D,DESCENTE GOLF,데상트골프,2301077548,ㄷ
D,DESTREE,데스트리,2303081127,ㄷ
D,DEUS EX MACHINA,데우스엑스마키나,2212074294,ㄷ
D,DEUTER,도이터,2402118950,ㄷ
D,DEVIWEAR,데비웨어,2305091142,ㄷ
D,DEW E DEW E,듀이듀이,2108037861,ㄷ
D,DIA MOMO,디아모모,2203051354,ㄷ
D,DIADORA HERITAGE,디아도라,2301076012,ㄷ
D,DIAME,다이아미,2306094752,ㄷ
D,DIANE VON FURSTENBERG,다이앤 본 퍼스텐버그,2405132023,ㄷ
D,DICKIES,디키즈,2301076811,ㄷ
D,DIDIER DUBOT,디디에두보,2304087000,ㄷ
D,DIESEL,디젤,10000003438,ㄷ
D,DIESEL JEWELRY,디젤 주얼리,2409146387,ㄷ
D,DIESEL WATCH,디젤 워치,2401115156,ㄷ
D,DINTO,딘토,2302079358,ㄷ
D,DION LEE,디온리,2301075631,ㄷ
D,DIOR HOMME,디올 옴므,2301077143,ㄷ
D,DIPTYQUE,딥티크,10000039942,ㄷ
D,DISCLAIMER,디스클레이머,2405131991,ㄷ
D,DITA,디타,2405131992,ㄷ
D,DJI,디제이아이,2305091221,ㄷ
D,DKNY,디케이엔와이,2212074224,ㄷ
D,DKNY WATCH,도나카란뉴욕 워치,2401115148,ㄷ
D,DOD,디오디,2305091511,ㄷ
D,DODO BAR OR,도도바오르,2405132053,ㄷ
D,DOLCE & GABBANA BEAUTY,돌체앤가바나 뷰티,2309103836,ㄷ
D,DOLCE&GABBANA,돌체앤가바나,2301077038,ㄷ
D,DOLPHIN,돌핀,2212074303,ㄷ
D,DOM REBEL,돔레벨,2403121294,ㄷ
D,DONDUP,돈답,2301077329,ㄷ
D,DONGGUBAT,동구밭,2302079388,ㄷ
D,DORELAN,돌레란,2305090407,ㄷ
D,DORLOKIN,돌로킨,2408143181,ㄷ
D,DOROCY,도로시,2308098587,ㄷ
D,DOROTHEE SCHUMACHER,도로시 슈마허,2405132035,ㄷ
D,DOTTUS,도터스,2407139458,ㄷ
D,DOUBLET,더블렛,2301077036,ㄷ
D,DOUCAL’S,듀칼스,2403121336,ㄷ
D,DOUGH,도우,1811004115,ㄷ
D,DOUUOD,두두,2305090996,ㄷ
D,DR. MARTENS,닥터 마틴,2301075290,ㄷ
D,DR.HOLI,닥터할리,2301077288,ㄷ
D,DR.HOWS,닥터하우스,2212072833,ㄷ
D,DRAGON DIFFUSION,드래곤디퓨전,2212074306,ㄷ
D,DRIES VAN NOTEN,드리스반노튼,10000039662,ㄷ
D,DROGHERIA CRIVELLINI,드로게리아 크리베리니,2301077274,ㄷ
D,DROLE DE MONSIEUR,드롤드 무슈,2301077266,ㄷ
D,DRUMOHR,드루모어,2303081012,ㄷ
D,DRUNK ELEPHANT,드렁크엘리펀트,2211071220,ㄷ
D,DS&DURGA,디에스앤더가,2206058997,ㄷ
D,DSQUARED2,디스퀘어드2,10000003435,ㄷ
D,DUALIT,듀얼릿,2302079191,ㄷ
D,DUNHILL,던힐 아이웨어,2407138606,ㄷ
D,DUNO,두노,2311108383,ㄷ
D,DUNST,던스트,2406135487,ㄷ
D,DUOMO,두오모,2201047762,ㄷ
D,DUVETICA,듀베티카,2308100002,ㄷ
E,EASTERN EDITION,이스턴에디션,2406137286,ㅇ
E,EASTPAK,이스트팩,2301075277,ㅇ
E,EATCO,이토코,2312112298,ㅇ
E,EAU D`ITALIE,오디딸리,2402120513,ㅇ
E,ECCO,에코,2212074064,ㅇ
E,ECOALF,에콜프,2406134114,ㅇ
E,ECOMMAE,이콤마이,2108037863,ㅇ
E,EcoSmart Fire,에코스마트파이어,2310106544,ㅇ
E,EDWARD GREEN,에드워드 그린,2405131961,ㅇ
E,EENK,잉크,1811004112,ㅇ
E,EKHON,에콘,1911012028,ㅇ
E,ELEVENTY,일레븐티,2405131983,ㅇ
E,ELISABETTA FRANCHI,엘리자베타 프렌치,2303085174,ㅇ
E,ELIZABETH MOMENTS,엘리자베스 모먼트,2304085791,ㅇ
E,ELLI K,엘리케이,2401115705,ㅇ
E,EMILIO PUCCI,에밀리오 푸치,2301075515,ㅇ
E,EMPORIO ARMANI,엠포리오 아르마니,10000003422,ㅇ
E,EMPORIO ARMANI JUNIOR,엠포리오 아르마니 주니어,10000003427,ㅇ
E,EMPORIO ARMANI UNDERWEAR,엠포리오 아르마니 언더웨어,10000003426,ㅇ
E,EMPORIO ARMANI WATCH,엠포리오 아르마니 워치,2401115274,ㅇ
E,EN OR,엔오르,1911012306,ㅇ
E,ENFÖLD,엔폴드,2208062840,ㅇ
E,ENRICH,인리치,2203049910,ㅇ
E,ENTRE D'EUX,엉트르두,2302079246,ㅇ
E,EPIGRAM,에피그램,2209065755,ㅇ
E,EQUMAL,에크멀,2302079359,ㅇ
E,ERBORIAN,에르보리앙,2302079364,ㅇ
E,ERDEM,에르뎀,2407140713,ㅇ
E,ERMANNO SCERVINO,에르마노 설비노,2305091070,ㅇ
E,ESPOIR,에스쁘아,2211071240,ㅇ
E,ESTEE LAUDER,에스티로더,2207061180,ㅇ
E,ETATPUR,에타퓨르,2309102059,ㅇ
E,ETCH,에취,1811004108,ㅇ
E,ETRO,에트로,2212074066,ㅇ
E,ETUDES,에뛰드,2301077122,ㅇ
E,EVA SOLO,에바솔로,2210068322,ㅇ
E,EVISU,에비수,2406134104,ㅇ
E,EX NIHILO,엑스니힐로,2101027276,ㅇ
E,EXTREME CASHMERE,익스트림캐시미어,2302078637,ㅇ
E,PICK AND CHOOSE,에드몬드 스튜디오,2307095181,ㅇ
F,4GIVENESS,포기브니스,2305090975,ㅍ
